homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
RENT,other,75000.0,0.4,40000,34956.09,36,7.35
RENT,debt_consolidation,65000.0,27.97,10000,9084.7,36,14.08
MORTGAGE,debt_consolidation,30000.0,26.56,2000,1804.6,36,9.44
RENT,vacation,35000.0,26.75,2800,2458.95,36,9.93
MORTGAGE,home_improvement,17000.0,30.44,2700,2382.93,36,12.62
MORTGAGE,credit_card,80000.0,10.23,10000,9247.92,36,7.34
OWN,credit_card,42000.0,22.26,12000,10843.53,36,10.42
MORTGAGE,debt_consolidation,60000.0,19.36,10000,9576.69,36,18.45
RENT,debt_consolidation,40000.0,25.23,6300,5826.19,36,7.34
MORTGAGE,debt_consolidation,80000.0,15.35,8000,7392.94,36,6.71
RENT,debt_consolidation,54000.0,11.93,20000,19475.82,60,24.84
OWN,debt_consolidation,60000.0,30.75,20000,19121.36,36,16.01
MORTGAGE,other,87400.0,32.05,40000,38161.85,60,15.05
RENT,medical,7500.0,8.16,3000,2760.78,36,19.42
RENT,car,53000.0,21.13,6600,5936.23,36,7.35
RENT,other,91275.0,10.73,4000,3731.88,36,15.04
MORTGAGE,credit_card,108000.0,33.31,10000,9407.42,60,14.08
OWN,debt_consolidation,29000.0,1.16,12000,0.0,36,10.91
RENT,debt_consolidation,28000.0,60.65,5000,4567.68,36,18.06
RENT,debt_consolidation,70000.0,16.44,8000,7181.26,36,6.08
OWN,home_improvement,75000.0,21.23,28900,28221.78,60,28.72
MORTGAGE,debt_consolidation,62000.0,6.7,7500,6782.11,36,10.91
OWN,debt_consolidation,60000.0,22.52,16000,14362.51,36,6.08
RENT,other,12000.0,10.13,1000,953.31,36,11.98
MORTGAGE,debt_consolidation,100000.0,18.4,18000,15749.4,36,7.97
RENT,credit_card,78000.0,12.31,20000,17547.89,36,9.44
RENT,credit_card,23000.0,23.64,8500,7743.23,36,16.02
OWN,credit_card,61000.0,6.9,14000,13266.44,60,9.93
MORTGAGE,debt_consolidation,107000.0,29.36,34200,32894.49,60,10.9
RENT,house,37000.0,11.43,20000,19332.26,60,16.01
OWN,credit_card,75000.0,21.66,20300,19532.64,60,30.79
RENT,credit_card,60000.0,11.88,35000,33217.83,36,6.07
OWN,credit_card,48000.0,39.25,8000,7450.01,36,13.58
MORTGAGE,home_improvement,85000.0,14.98,10000,8879.63,36,16.02
RENT,debt_consolidation,19200.0,10.56,8000,7229.02,36,10.42
MORTGAGE,credit_card,140000.0,15.02,40000,36904.08,36,5.31
OWN,credit_card,100000.0,7.56,17000,15698.25,36,6.07
RENT,debt_consolidation,13136.0,18.92,5000,4684.65,36,19.42
OWN,debt_consolidation,67200.0,37.73,9600,9199.63,36,19.42
OWN,debt_consolidation,150000.0,7.77,35000,31774.18,36,13.59
MORTGAGE,debt_consolidation,42000.0,28.54,14800,13850.02,60,10.91
RENT,moving,30000.0,25.16,5000,0.0,36,15.04
MORTGAGE,credit_card,120000.0,13.68,40000,38594.47,60,14.08
OWN,other,0.0,19.30819165998396,10000,0.0,36,10.42
MORTGAGE,other,90000.0,8.8,5000,4637.57,36,9.92
OWN,major_purchase,65000.0,20.93,40000,38092.5,60,13.59
MORTGAGE,debt_consolidation,55000.0,27.69,5000,4488.26,36,6.08
RENT,debt_consolidation,60000.0,20.78,15000,13410.6,36,20.0
MORTGAGE,major_purchase,40000.0,20.65,16000,14683.17,36,21.45
RENT,debt_consolidation,84000.0,15.3,25000,23281.4,36,13.58
MORTGAGE,debt_consolidation,36000.0,29.83,10000,8879.63,36,16.02
MORTGAGE,other,37000.0,0.81,3000,2780.98,36,9.43
RENT,credit_card,114000.0,11.2,27500,24757.94,36,7.97
OWN,credit_card,60000.0,26.54,15000,13056.69,36,5.32
RENT,credit_card,38000.0,25.27,7200,6115.5,36,5.32
RENT,major_purchase,45000.0,4.27,10000,9135.4,36,18.06
OWN,debt_consolidation,65000.0,34.53,33875,31491.81,36,11.99
MORTGAGE,debt_consolidation,72000.0,7.28,10000,9648.5,60,14.07
MORTGAGE,other,75000.0,7.04,10000,8717.45,36,6.08
MORTGAGE,debt_consolidation,52000.0,0.83,10000,9226.01,36,5.31
RENT,other,70000.0,9.43,5000,4407.83,36,11.99
OWN,debt_consolidation,63446.53,7.75,26000,25007.76,60,10.91
OWN,debt_consolidation,27500.0,24.79,6500,5851.86,36,7.97
MORTGAGE,home_improvement,125000.0,21.82,40000,35906.37,36,6.08
OWN,house,90000.0,8.83,35000,33266.34,36,7.96
RENT,debt_consolidation,40000.0,16.77,20000,18560.45,36,10.41
RENT,debt_consolidation,37000.0,29.16,8000,7032.07,36,10.42
MORTGAGE,debt_consolidation,26600.0,47.61,16000,14286.98,36,7.35
RENT,credit_card,29500.0,27.99,8000,7454.02,36,14.08
MORTGAGE,debt_consolidation,65000.0,23.02,25000,23776.62,60,12.62
MORTGAGE,debt_consolidation,68000.0,18.03,5000,4432.23,36,15.05
RENT,debt_consolidation,50000.0,25.76,20000,19022.42,60,21.45
MORTGAGE,credit_card,88000.0,25.28,10000,0.0,60,28.72
RENT,debt_consolidation,62000.0,20.79,9000,8078.9,36,6.08
OWN,debt_consolidation,100000.0,10.69,30000,28886.63,60,11.99
MORTGAGE,debt_consolidation,56736.0,12.56,10000,8759.13,36,10.42
MORTGAGE,credit_card,77000.0,15.88,16000,15499.7,60,18.45
MORTGAGE,debt_consolidation,60000.0,35.74,25000,23965.84,60,19.03
MORTGAGE,house,132000.0,6.35,20000,19269.64,60,12.61
RENT,debt_consolidation,69000.0,22.43,22000,21091.26,60,19.03
MORTGAGE,debt_consolidation,70000.0,18.02,21000,20377.19,60,20.39
RENT,debt_consolidation,60000.0,18.32,7000,6283.6,36,6.08
MORTGAGE,other,71000.0,18.61,1000,927.51,36,9.92
RENT,debt_consolidation,45000.0,27.92,13000,12093.6,36,12.61
RENT,credit_card,44000.0,23.51,10500,9452.88,36,7.96
RENT,debt_consolidation,75000.0,34.78,15000,13976.17,36,14.07
MORTGAGE,debt_consolidation,57000.0,23.79,10000,9478.74,60,19.03
MORTGAGE,debt_consolidation,34000.0,20.97,7200,6334.61,36,10.91
RENT,debt_consolidation,90000.0,17.17,7800,7263.79,36,13.58
RENT,debt_consolidation,24000.0,5.7,2800,2608.87,36,14.07
MORTGAGE,credit_card,59300.0,21.62,18000,17399.01,60,16.01
MORTGAGE,debt_consolidation,128000.0,23.81,30700,29606.98,60,13.58
RENT,debt_consolidation,65000.0,29.06,31200,29675.0,60,21.45
OWN,credit_card,37840.0,26.86,10000,0.0,60,23.88
MORTGAGE,debt_consolidation,45782.0,27.03,20000,17564.07,36,9.93
MORTGAGE,credit_card,55000.0,19.05,9000,8078.91,36,6.08
RENT,debt_consolidation,45000.0,22.41,15000,13124.17,36,7.97
OWN,debt_consolidation,69700.0,7.02,20000,0.0,36,7.35
MORTGAGE,debt_consolidation,68000.0,34.91,20000,19197.65,60,20.0
OWN,debt_consolidation,60000.0,25.78,22400,19927.49,36,17.09
MORTGAGE,debt_consolidation,60000.0,25.66,20000,18952.04,60,9.93
MORTGAGE,house,110000.0,19.57,22400,21568.48,60,11.98
MORTGAGE,debt_consolidation,60000.0,14.68,31000,29483.03,60,12.62
MORTGAGE,credit_card,31680.0,18.68,6600,6037.33,36,19.03
MORTGAGE,debt_consolidation,95000.0,27.21,15000,14530.97,60,18.45
OWN,other,20376.0,22.08,2500,2260.68,36,10.91
MORTGAGE,credit_card,60000.0,34.44,30000,28354.9,60,17.09
MORTGAGE,debt_consolidation,75000.0,17.39,25200,23779.21,60,16.02
RENT,debt_consolidation,70000.0,5.55,35000,31973.98,36,18.06
MORTGAGE,debt_consolidation,135000.0,18.57,19200,17880.09,36,13.58
MORTGAGE,debt_consolidation,85000.0,24.42,30000,26733.24,36,18.06
OWN,other,98000.0,30.81,10000,9378.42,36,20.39
MORTGAGE,debt_consolidation,85000.0,17.83,19000,17668.82,60,7.35
RENT,other,60000.0,2.4,16000,14774.84,36,6.07
RENT,debt_consolidation,40000.0,11.67,25200,22376.67,36,16.02
RENT,debt_consolidation,25000.0,22.52,7500,6956.34,36,9.92
MORTGAGE,credit_card,72000.0,29.66,16000,15622.37,60,13.58
OWN,home_improvement,74000.0,21.1,6500,6056.34,36,14.07
MORTGAGE,debt_consolidation,116365.0,12.6,40000,37337.22,60,9.44
MORTGAGE,major_purchase,125000.0,9.51,4000,3708.21,36,9.43
MORTGAGE,debt_consolidation,30000.0,34.28,10000,9753.74,60,11.98
RENT,debt_consolidation,81000.0,32.35,25000,24087.05,60,12.61
MORTGAGE,debt_consolidation,130000.0,20.11,7000,6646.91,36,6.72
MORTGAGE,credit_card,60000.0,32.68,18000,17197.44,60,24.85
MORTGAGE,debt_consolidation,105000.0,21.15,7500,6732.43,36,6.08
RENT,major_purchase,70000.0,22.15,12000,10655.53,36,16.02
MORTGAGE,home_improvement,85000.0,10.81,10000,7911.18,36,6.72
RENT,credit_card,26000.0,44.46,13000,11603.55,36,19.03
RENT,other,74000.0,9.37,8000,7387.42,36,6.07
MORTGAGE,credit_card,48000.0,21.2,20000,19236.52,60,10.9
MORTGAGE,home_improvement,69000.0,18.35,25000,0.0,60,10.91
RENT,debt_consolidation,90000.0,8.05,13000,12565.96,60,16.01
MORTGAGE,other,70000.0,24.55,2500,2329.36,36,14.07
RENT,debt_consolidation,65000.0,8.9,10000,9159.37,36,20.0
RENT,other,60000.0,11.14,4000,3658.97,36,19.03
MORTGAGE,medical,59000.0,10.92,7000,6492.59,36,9.92
RENT,debt_consolidation,91000.0,12.19,25000,23317.7,36,15.04
MORTGAGE,debt_consolidation,56000.0,14.51,12000,11745.0,60,17.47
MORTGAGE,credit_card,60705.0,28.87,27000,24528.73,36,14.08
MORTGAGE,debt_consolidation,60000.0,32.04,28000,26977.5,60,12.61
RENT,debt_consolidation,140000.0,34.01,35000,31626.97,36,10.42
MORTGAGE,debt_consolidation,99270.0,16.91,35000,32560.06,36,12.62
MORTGAGE,credit_card,49000.0,36.2,31200,29990.9,60,21.45
RENT,credit_card,40000.0,2.31,5400,4750.98,36,10.91
OWN,debt_consolidation,79000.0,22.52,12000,10460.98,36,6.08
MORTGAGE,house,37840.0,10.59,5000,4374.69,36,7.97
MORTGAGE,debt_consolidation,90000.0,24.43,5600,5101.41,36,16.02
MORTGAGE,credit_card,23000.0,20.77,3600,3185.69,36,14.08
RENT,car,76000.0,28.52,4600,690.85,36,14.07
RENT,credit_card,21800.0,8.76,4000,3601.11,36,7.97
MORTGAGE,debt_consolidation,57000.0,9.01,13000,12051.03,36,9.43
MORTGAGE,debt_consolidation,66000.0,18.0,20000,17971.08,36,6.72
RENT,credit_card,88000.0,12.21,24000,20973.65,36,7.35
RENT,debt_consolidation,73000.0,22.18,15000,14379.49,60,19.03
RENT,debt_consolidation,88400.0,27.37,15000,14077.6,60,12.62
MORTGAGE,credit_card,60000.0,14.08,30000,26217.04,36,7.35
MORTGAGE,credit_card,75000.0,33.97,40000,37101.0,36,9.93
RENT,car,65000.0,27.58,6500,6046.78,36,12.61
MORTGAGE,other,100000.0,18.22,20000,17988.61,36,7.35
MORTGAGE,debt_consolidation,106000.0,26.25,12000,10878.71,36,12.62
MORTGAGE,credit_card,130000.0,20.13,8000,7626.6,36,11.98
MORTGAGE,debt_consolidation,33000.0,15.27,10000,9296.37,36,11.98
OWN,debt_consolidation,25000.0,28.66,20000,19607.9,60,20.39
MORTGAGE,debt_consolidation,100000.0,16.62,24000,21757.45,36,12.62
RENT,credit_card,28711.0,16.05,15000,13645.89,36,15.05
MORTGAGE,house,120000.0,10.72,40000,38629.65,60,15.04
MORTGAGE,credit_card,98000.0,31.73,29400,0.0,60,24.85
OWN,credit_card,80000.0,12.23,15000,13745.41,36,6.71
RENT,credit_card,40000.0,5.82,6500,6056.34,36,14.07
MORTGAGE,home_improvement,65000.0,4.01,18000,16801.74,60,9.44
RENT,debt_consolidation,80000.0,11.57,14000,12956.33,36,7.96
RENT,debt_consolidation,20000.0,33.46,7500,6822.92,36,15.05
MORTGAGE,debt_consolidation,68000.0,24.6,8000,0.0,36,7.96
RENT,debt_consolidation,550000.0,4.14,30000,26885.89,36,21.45
RENT,moving,24000.0,4.4,6025,5882.76,36,10.9
RENT,debt_consolidation,55000.0,5.02,15000,13905.03,36,9.43
MORTGAGE,debt_consolidation,60200.0,20.16,19000,18092.23,36,10.41
RENT,credit_card,21000.0,12.29,4000,2101.26,36,7.96
MORTGAGE,debt_consolidation,130000.0,23.48,28000,27585.12,60,30.17
OWN,medical,19000.0,24.88,10800,10405.7,60,12.62
MORTGAGE,credit_card,66920.0,12.32,10000,9478.74,60,19.03
MORTGAGE,credit_card,190000.0,5.29,6000,5548.75,36,7.34
RENT,credit_card,35000.0,10.91,11000,10385.32,60,7.35
RENT,credit_card,43437.0,18.4,22000,21054.7,36,17.47
RENT,debt_consolidation,47600.0,4.55,7500,7121.64,36,6.71
MORTGAGE,medical,150000.0,7.89,15000,13504.32,36,7.97
OWN,other,44000.0,38.24,14000,13091.09,36,17.47
RENT,debt_consolidation,102900.0,14.72,6000,5385.95,36,6.08
OWN,small_business,50000.0,10.87,10000,8992.59,36,7.97
MORTGAGE,other,34982.21,16.64,2000,1747.78,36,7.35
RENT,debt_consolidation,25000.0,18.24,10000,9564.43,60,17.09
MORTGAGE,other,115000.0,16.55,18000,16138.59,36,5.32
MORTGAGE,debt_consolidation,33000.0,17.2,32000,30491.89,60,14.08
OWN,debt_consolidation,55000.0,6.13,2500,2264.29,36,11.99
RENT,debt_consolidation,75000.0,6.29,12000,11378.93,60,10.42
MORTGAGE,debt_consolidation,110000.0,29.29,14425,13394.03,36,10.9
MORTGAGE,credit_card,170000.0,5.34,9000,7896.82,36,9.44
MORTGAGE,credit_card,68000.0,21.43,16000,15606.01,60,11.98
OWN,debt_consolidation,40000.0,13.53,33725,29399.71,36,6.08
OWN,major_purchase,135000.0,8.81,27900,25195.01,36,9.93
MORTGAGE,other,45000.0,16.56,8000,7128.82,36,18.06
RENT,other,32000.0,5.85,8000,7485.12,36,18.06
RENT,home_improvement,39800.0,14.05,35000,33589.39,60,20.0
MORTGAGE,debt_consolidation,90000.0,24.36,14000,13321.35,36,9.43
MORTGAGE,major_purchase,28000.0,6.73,15600,0.0,60,16.01
MORTGAGE,debt_consolidation,65000.0,35.91,23000,22160.06,60,12.61
MORTGAGE,home_improvement,80000.0,9.17,7500,6580.45,36,9.44
RENT,credit_card,65000.0,3.05,3800,2809.61,36,9.92
RENT,credit_card,130000.0,27.19,17000,15003.87,36,12.62
MORTGAGE,debt_consolidation,80000.0,26.84,21000,19688.02,60,11.99
MORTGAGE,debt_consolidation,185000.0,28.52,35000,31580.53,36,9.44
OWN,credit_card,37540.0,26.28,10000,9537.6,36,12.61
RENT,credit_card,57000.0,27.47,15000,13564.27,36,10.91
MORTGAGE,major_purchase,160000.0,0.46,40000,37018.15,36,7.96
MORTGAGE,moving,135000.0,14.62,27000,25759.24,60,15.05
RENT,debt_consolidation,18000.0,15.53,9000,7943.2,36,12.62
MORTGAGE,debt_consolidation,70000.0,9.51,2500,2317.48,36,9.43
MORTGAGE,debt_consolidation,127000.0,10.66,30000,28627.35,60,23.88
MORTGAGE,debt_consolidation,50000.0,34.09,10000,9023.01,36,9.44
MORTGAGE,debt_consolidation,45000.0,11.65,8000,7267.74,36,14.08
MORTGAGE,home_improvement,105000.0,16.55,10000,9270.01,36,9.43
MORTGAGE,debt_consolidation,60000.0,25.5,35000,34173.94,60,13.58
RENT,debt_consolidation,52000.0,17.19,4000,3751.34,36,20.39
MORTGAGE,debt_consolidation,40000.0,38.01,7000,6423.88,36,21.45
OWN,credit_card,42000.0,28.95,9600,8976.73,36,17.47
MORTGAGE,debt_consolidation,55000.0,27.53,6000,5616.66,36,18.45
RENT,credit_card,78000.0,18.28,15000,13448.8,36,5.32
MORTGAGE,debt_consolidation,20000.0,61.28,24000,22854.52,60,13.59
RENT,debt_consolidation,38000.0,25.55,10000,9703.41,60,20.39
OWN,debt_consolidation,80000.0,15.14,20000,18059.32,36,9.93
OWN,credit_card,115000.0,16.33,24000,22248.07,36,9.43
RENT,debt_consolidation,43000.0,25.73,15000,13617.47,36,13.59
OWN,debt_consolidation,96821.31,26.17,21600,20217.93,36,18.45
RENT,debt_consolidation,40000.0,15.84,18000,15807.67,36,9.93
RENT,major_purchase,75000.0,11.9,35000,32644.79,36,15.04
RENT,medical,80000.0,10.85,10000,9695.43,60,19.42
RENT,credit_card,40000.0,9.72,6000,5568.11,36,10.41
MORTGAGE,credit_card,50000.0,13.61,8000,7202.27,36,7.97
RENT,debt_consolidation,38000.0,18.0,7000,6489.0,36,9.43
MORTGAGE,major_purchase,102000.0,3.49,20000,19131.7,60,25.82
OWN,car,30000.0,35.56,2000,1765.13,36,12.62
MORTGAGE,debt_consolidation,30600.0,40.75,12800,10661.53,36,5.32
MORTGAGE,credit_card,200000.0,8.79,30000,27089.0,36,9.93
RENT,debt_consolidation,38000.0,21.67,25000,23590.52,60,16.02
RENT,other,50000.0,25.35,11200,10231.64,36,18.06
MORTGAGE,debt_consolidation,37000.0,21.23,10000,9057.25,36,11.99
RENT,vacation,62000.0,29.11,3500,3255.95,36,12.61
MORTGAGE,credit_card,72320.0,13.99,16225,15434.48,60,12.62
OWN,debt_consolidation,130000.0,8.65,40000,34913.5,36,6.72
MORTGAGE,other,82000.0,10.96,40000,38434.2,60,9.92
MORTGAGE,credit_card,96000.0,15.04,5500,4800.56,36,6.72
RENT,other,30000.0,19.83,1800,1671.34,36,10.9
MORTGAGE,home_improvement,120000.0,11.96,34800,30795.01,36,14.08
MORTGAGE,home_improvement,105000.0,10.7,20000,19164.16,60,7.34
MORTGAGE,credit_card,100000.0,24.73,14800,13588.37,36,9.92
MORTGAGE,debt_consolidation,100000.0,7.2,20000,19045.42,60,13.59
RENT,credit_card,50000.0,29.62,23075,22304.57,60,16.01
MORTGAGE,debt_consolidation,132000.0,7.75,22000,21032.88,60,5.31
MORTGAGE,credit_card,55000.0,19.73,11000,10233.03,36,12.61
OWN,home_improvement,175000.0,11.36,40000,36171.45,36,10.91
MORTGAGE,other,82000.0,8.08,25000,23805.57,36,10.41
RENT,debt_consolidation,780000.0,3.1,12000,10557.71,36,10.91
RENT,small_business,90000.0,12.4,30000,27763.61,36,7.96
RENT,credit_card,40000.0,20.37,30000,29145.66,60,21.85
RENT,credit_card,285000.0,14.46,40000,36011.51,36,7.97
OWN,house,55000.0,12.46,13000,12517.41,60,11.98
OWN,credit_card,106000.0,21.06,12000,0.0,60,7.35
MORTGAGE,credit_card,111000.0,6.24,11500,10025.11,36,6.08
RENT,credit_card,60000.0,14.18,20000,18059.31,36,9.93
RENT,other,45000.0,30.8,1450,1305.4,36,7.97
MORTGAGE,debt_consolidation,72500.0,12.78,22000,20330.58,36,6.71
RENT,debt_consolidation,60000.0,10.38,3000,2706.83,36,9.43
RENT,credit_card,63000.0,12.76,9000,8151.53,36,11.99
OWN,other,43188.48,6.67,3000,2644.82,36,13.59
RENT,debt_consolidation,60000.0,21.34,8000,7398.32,36,7.34
MORTGAGE,debt_consolidation,64000.0,12.45,10000,9042.83,36,10.91
RENT,debt_consolidation,60000.0,27.42,17600,15892.19,36,9.93
RENT,credit_card,57000.0,16.97,11000,10157.68,36,6.07
MORTGAGE,debt_consolidation,160482.0,36.19,12000,11105.43,36,7.96
RENT,medical,72000.0,20.18,4500,3988.98,36,15.05
MORTGAGE,home_improvement,139000.0,3.73,40000,37940.61,36,5.31
OWN,car,73400.0,12.13,6000,5230.49,36,6.08
MORTGAGE,debt_consolidation,101000.0,18.5,20000,19503.68,60,26.77
RENT,debt_consolidation,50000.0,25.88,10800,10222.53,60,18.06
MORTGAGE,debt_consolidation,72000.0,21.32,4400,3997.25,36,14.08
RENT,other,30000.0,4.28,1200,1117.5,36,13.58
RENT,debt_consolidation,65000.0,21.15,12000,10538.41,36,9.93
OWN,other,120000.0,12.79,10000,9317.45,36,14.07
MORTGAGE,credit_card,137200.0,18.75,35000,31449.39,36,6.72
MORTGAGE,credit_card,81000.0,16.79,6600,5959.57,36,9.93
MORTGAGE,credit_card,115000.0,11.57,26000,24401.19,60,12.62
MORTGAGE,debt_consolidation,25920.0,41.94,5000,4511.51,36,9.44
RENT,debt_consolidation,15000.0,21.04,3000,2788.9,36,11.98
MORTGAGE,debt_consolidation,98000.0,14.74,40000,38414.48,60,9.43
OWN,credit_card,45000.0,13.2,20000,19300.0,60,11.98
MORTGAGE,credit_card,75000.0,15.82,30000,27952.38,36,14.07
MORTGAGE,debt_consolidation,72000.0,19.38,24000,22726.88,60,9.44
OWN,debt_consolidation,125000.0,11.29,10000,9336.62,36,16.01
OWN,debt_consolidation,75000.0,3.82,15000,14369.79,60,18.45
RENT,credit_card,83000.0,20.34,30000,27069.04,36,9.44
RENT,debt_consolidation,72000.0,1.63,20000,18750.5,60,11.99
MORTGAGE,debt_consolidation,172000.0,12.45,25000,23579.25,36,26.3
OWN,debt_consolidation,90000.0,9.84,10000,9628.77,60,11.98
RENT,credit_card,71000.0,6.14,15000,14025.37,60,10.42
RENT,credit_card,35000.0,26.65,7825,7219.34,36,5.31
MORTGAGE,debt_consolidation,96000.0,18.66,19000,17984.13,60,18.06
MORTGAGE,debt_consolidation,45000.0,31.42,16200,14638.77,36,10.42
RENT,credit_card,58000.0,8.36,7000,6492.6,36,9.92
MORTGAGE,medical,52000.0,4.57,28000,26931.15,60,10.9
MORTGAGE,debt_consolidation,100000.0,28.23,10000,9226.01,36,5.31
OWN,credit_card,130000.0,15.26,19000,17558.24,36,6.71
RENT,other,93000.0,0.32,40000,34913.5,36,6.72
MORTGAGE,credit_card,160000.0,15.34,15000,14218.17,60,19.03
RENT,debt_consolidation,57500.0,12.84,12800,12000.29,60,11.99
OWN,credit_card,103000.0,17.16,14000,13129.79,36,20.39
RENT,debt_consolidation,65000.0,43.36,12000,11249.72,36,20.0
RENT,credit_card,40000.0,8.91,6000,5601.95,36,16.01
RENT,debt_consolidation,28000.0,10.46,7000,6444.11,36,23.88
MORTGAGE,major_purchase,71000.0,6.56,20000,19009.34,36,7.96
MORTGAGE,major_purchase,120000.0,7.5,18000,16138.59,36,5.32
OWN,debt_consolidation,9600.0,3.38,8425,0.0,36,22.9
MORTGAGE,credit_card,325000.0,7.24,20000,12564.53,36,11.99
MORTGAGE,debt_consolidation,350000.0,24.39,35000,31626.97,36,10.42
MORTGAGE,debt_consolidation,99000.0,20.78,30000,28825.95,60,9.93
OWN,home_improvement,48000.0,25.98,8000,7218.41,36,9.44
RENT,credit_card,34416.0,37.8,11500,11044.16,60,9.43
RENT,credit_card,80000.0,12.45,10000,9634.82,60,12.61
RENT,vacation,53000.0,24.64,2800,2532.0,36,10.91
RENT,debt_consolidation,45000.0,23.52,1500,1405.38,36,19.42
RENT,major_purchase,90000.0,15.84,10600,9564.37,36,9.44
RENT,credit_card,85000.0,10.39,8000,7387.42,36,6.07
RENT,debt_consolidation,89000.0,2.2,10000,9270.01,36,9.43
MORTGAGE,debt_consolidation,250000.0,9.36,25000,22557.51,36,9.44
RENT,debt_consolidation,30000.0,10.16,21600,18853.26,36,6.72
MORTGAGE,debt_consolidation,353000.0,12.09,35000,30511.2,36,6.08
RENT,credit_card,25000.0,15.56,3900,3496.69,36,5.32
MORTGAGE,credit_card,80000.0,15.99,20000,18452.04,36,5.31
MORTGAGE,home_improvement,160000.0,13.68,20000,17456.72,36,6.72
RENT,debt_consolidation,43000.0,25.9,19000,17848.6,36,21.85
MORTGAGE,home_improvement,55000.0,10.56,6500,5864.93,36,9.44
MORTGAGE,debt_consolidation,38000.0,3.27,10000,9628.77,60,11.98
RENT,other,42000.0,17.37,4800,4465.31,36,12.61
MORTGAGE,debt_consolidation,82000.0,15.59,7625,7272.43,36,12.61
MORTGAGE,debt_consolidation,40000.0,6.56,6000,5565.08,36,9.92
MORTGAGE,debt_consolidation,52000.0,21.83,12000,0.0,60,7.35
OWN,debt_consolidation,50000.0,15.05,25000,24021.35,60,9.92
MORTGAGE,debt_consolidation,34964.0,38.07,5000,4528.62,36,11.99
OWN,credit_card,32000.0,19.39,21700,20115.96,36,9.43
OWN,debt_consolidation,22000.0,13.05,1925,1842.26,36,17.47
MORTGAGE,major_purchase,38000.0,31.9,12000,11803.67,60,26.77
OWN,debt_consolidation,65000.0,9.38,13000,11360.72,36,7.35
RENT,other,100000.0,3.27,25000,23355.79,60,9.93
MORTGAGE,debt_consolidation,80000.0,8.27,40000,35160.4,36,10.42
RENT,medical,72800.0,7.78,7000,6653.26,36,7.96
RENT,debt_consolidation,58500.0,6.43,8000,7060.66,36,12.62
MORTGAGE,credit_card,70000.0,32.08,28000,25612.89,36,19.03
MORTGAGE,debt_consolidation,79500.0,16.05,15000,14705.91,60,20.39
MORTGAGE,small_business,125000.0,24.22,6000,5289.39,36,11.99
OWN,credit_card,60000.0,22.42,12000,11534.96,60,21.45
OWN,credit_card,65000.0,11.6,17000,15710.01,36,6.71
RENT,debt_consolidation,63071.0,16.37,25000,22643.18,36,11.99
RENT,home_improvement,33000.0,4.98,10000,8778.48,36,6.07
RENT,debt_consolidation,47700.0,7.68,10000,9285.29,36,10.9
RENT,debt_consolidation,114000.0,13.07,15000,14132.9,60,15.05
MORTGAGE,debt_consolidation,39000.0,1.29,5000,0.0,36,16.01
RENT,debt_consolidation,76000.0,11.45,8000,6939.85,36,6.71
MORTGAGE,debt_consolidation,59054.0,24.2,15000,13464.86,36,6.08
MORTGAGE,debt_consolidation,140000.0,17.18,24775,23776.49,60,20.0
MORTGAGE,debt_consolidation,95000.0,11.93,32000,30103.75,60,14.08
MORTGAGE,debt_consolidation,115000.0,16.57,23000,21875.8,60,21.45
MORTGAGE,debt_consolidation,80000.0,8.69,10000,9385.03,60,12.62
RENT,debt_consolidation,40000.0,21.18,24000,22958.01,60,25.82
MORTGAGE,debt_consolidation,36000.0,41.93,6050,5464.21,36,26.3
RENT,small_business,98000.0,21.19,15000,14067.64,36,20.39
